406	Near-Term Nanotechnology	1998-00-00	An	1	3	\N
407	Sex in Space: The Fantasy and the Reality	1998-00-00	An	1	3	\N
408	Biological Hazards and Medical Care in Space	1998-00-00	An	1	3	\N
409	Planets X	1999-00-00	An	1	3	\N
410	Beamriders	1999-00-00	An	1	3	\N
411	Unresources	1999-00-00	An	1	3	\N
412	Diamond Ether, Nanotechnology - And Venus	1999-00-00	An	1	3	\N
413	Tricorders, Yactograms, and the Future of Analytical Chemistry	1999-00-00	An	1	3	\N
414	Slowboat to the Stars!	2000-00-00	An	1	3	\N
415	Limits to Evolution	2000-00-00	An	1	3	\N
416	Interstellar Navigation	2000-00-00	An	1	3	\N
417	Summer's Lease	2000-00-00	An	1	3	\N
418	The Patent Wars	2000-00-00	An	1	3	\N
419	Up in Smoke: How Mt. St. Helens Blasted Conventional Scientific Wisdom	2001-00-00	An	1	3	\N
420	He Who Carried the Moon	2001-00-00	An	1	3	\N
421	When Light Speed Isn't Enough: Creating Superluminal Computers	2001-00-00	An	1	3	\N
422	Stemming the Tide of Aging and Disease	2001-00-00	An	1	3	\N
423	Water, Pink Salt, and Cold Dry Gullies: Halobacteria and the Case for Life on Mars	2001-00-00	An	1	3	\N
424	Galactic Society	2002-00-00	An	1	3	\N
425	A Question of Immortality	2002-00-00	An	1	3	\N
426	Beyond the Periodic Table: Artificial Atoms and Programmable Matter	2002-00-00	An	1	3	\N
427	The Tell-Tale Brain: The State of Neuroforensics	2002-00-00	An	1	3	\N
428	Are We Afraid of a Little Fire? Exploring Space May Require Nuclear Rockets	2002-00-00	An	1	3	\N
429	Cover (Analog Jan 1979) [Titan by John Varley]	1979-00-00	An	1	2	\N
430	Cover (Analog Dec 1979) [The Moon Goddess and the Son by Donald Kingsbury]	1979-00-00	An	1	2	\N
431	Cover (Analog Jul 1979) [Apollo 11 Anniversary]	1979-00-00	An	1	2	\N
432	Cover (Analog Jan 1980) [One-Wing by Lisa Tuttle & George R. R. Martin]	1980-00-00	An	1	2	\N
433	Cover (Analog Feb 1980) [Savage Planet by Barry B. Longyear]	1980-00-00	An	1	2	\N
434	Cover (Analog Mar 1980) [World in the Clouds by Bob Buckley]	1980-00-00	An	1	2	\N
435	Cover (Analog Apr 1980) [Nightflyers by George R. R. Marting]	1980-00-00	An	1	2	\N
436	Cover (Analog Feb 1981) [The Saturn Game by Poul Anderson]	1981-00-00	An	1	2	\N
437	Cover (Analog Jun 1981) [Mars in 1995! by Bob Parkinson & David Hardy]	1981-00-00	An	1	2	\N
438	Cover (Analog Mar 1981) [Paradise Misplaced]	1981-00-00	An	1	2	\N
439	Cover (Analog Jan 1981) [Mercury's Missing Divot by J. E. Enever]	1981-00-00	An	1	2	\N
440	Cover (Analog Jul 1982) [Rings of Glory]	1982-00-00	An	1	2	\N
441	Cover (Analog Feb 1982) [Courtship Rite by Donald Kingsbury]	1982-00-00	An	1	2	\N
442	Cover (Analog Aug 1982) [Rails Across the Galaxy by Andrew J. Offutt & Richard Lyon]	1982-00-00	An	1	2	\N
443	Cover (Analog Mid-Sep 1982) [He Who Fights and Runs Away]	1982-00-00	An	1	2	\N
444	Cover (Analog Sep 1982) [The Manna Hunt by Charles Sheffield]	1982-00-00	An	1	2	\N
445	Cover (Analog Jun 1983) [To the Stars! by Gordon R. Woodcock]	1983-00-00	An	1	2	\N
446	Cover (Analog Feb 1983) [Seeking by David R. Palmer]	1983-00-00	An	1	2	\N
447	Cover (Analog Oct 1983) [The Integral Trees by Larry Niven]	1983-00-00	An	1	2	\N
448	Cover (Analog Nov 1983) [Deathwomb]	1983-00-00	An	1	2	\N
449	Cover (Analog Dec 1983) [Cascade Point by Timothy Zahn]	1983-00-00	An	1	2	\N
450	Cover (Analog May 1984) [The Peace War by Vernor Vinge]	1984-00-00	An	1	2	\N
451	Cover (Analog Mar 1984) [Floodtide]	1984-00-00	An	1	2	\N
452	Cover (Analog Jul 1984) [Saturn Alia by Grant D. Callin]	1984-00-00	An	1	2	\N
453	Cover (Analog Oct 1984) [The Weigher by Eric Vinicoff & Marcia Martin]	1984-00-00	An	1	2	\N
454	Cover (Analog Dec 1984) [Elemental by Geoffrey A. Landis]	1984-00-00	An	1	2	\N
455	Cover (Analog Nov 1985) [The Postdiluvian World by Stephen L. Gillett, Ph.D.]	1985-00-00	An	1	2	\N
456	Cover (Analog Oct 1985) [World of Crystal, Sky of Fire by Bob Buckley]	1985-00-00	An	1	2	\N
457	Cover (Analog Mar 1985) [Between the Strokes of Night by Charles Sheffield]	1985-00-00	An	1	2	\N
458	Cover (Analog Jun 1985) [Between the Strokes of Night by Charles Sheffield]	1985-00-00	An	1	2	\N
459	Cover (Analog Jul 1985) [Spinneret by Timothy Zahn]	1985-00-00	An	1	2	\N
460	Cover (Analog May 1986) [Marooned in Real Time]	1986-00-00	An	1	2	\N
461	Cover (Analog Nov 1986) [The Big Dish by John Berryman]	1986-00-00	An	1	2	\N
462	Cover (Analog Jul 1986) [Red Wolf by Bob Buckley]	1986-00-00	An	1	2	\N
